quarter_ending,HSC_trust,specialty,program,0-6_weeks,>6-13_weeks,>13-21_weeks,>21-26_weeks,>26-52_weeks,>52_weeks,>26-30_weeks
30-Jun-18,South Eastern,ENT,Acute Services,48,72,65,10,--,0,--
30-Jun-18,South Eastern,Ophthalmology,Acute Services,276,147,67,15,--,0,--
30-Jun-18,South Eastern,Oral Surgery,Acute Services,58,29,24,14,--,29,--
30-Jun-18,South Eastern,Plastic Surgery,Acute Services,258,174,114,42,--,134,--
30-Jun-18,South Eastern,Paediatric Surgery,Acute Services,29,36,20,6,--,2,--
30-Jun-18,South Eastern,Pain Management,Acute Services,50,54,21,7,--,80,--
30-Jun-18,South Eastern,General Medicine,Acute Services,646,397,316,168,--,224,--
30-Jun-18,South Eastern,Haematology (Clinical),Acute Services,5,0,1,0,--,0,--
30-Jun-18,South Eastern,Cardiology,Acute Services,139,88,40,24,--,36,--
30-Jun-18,South Eastern,Dermatology,Acute Services,44,19,9,9,--,1,--
30-Jun-18,South Eastern,Nephrology,Acute Services,1,0,0,0,--,2,--
30-Jun-18,South Eastern,Neurology,Acute Services,2,0,0,0,--,0,--
30-Jun-18,South Eastern,Rheumatology,Acute Services,9,0,1,0,--,0,--
30-Jun-18,South Eastern,Geriatric Medicine,Elderly Care,1,0,0,0,--,0,--
30-Jun-18,South Eastern,Gynaecology,Acute Services,76,34,48,15,--,83,--
30-Jun-18,South Eastern,Clinical Oncology,Acute Services,18,0,0,0,--,0,--
30-Jun-18,Southern,General Surgery,Acute Services,696,387,306,115,--,323,--
30-Jun-18,Southern,Urology,Acute Services,148,116,131,70,--,249,--
30-Jun-18,Southern,T & O Surgery,Acute Services,133,143,137,102,--,311,--
30-Jun-18,Southern,ENT,Acute Services,208,238,256,119,--,48,--
30-Jun-18,Southern,Ophthalmology,Acute Services,68,63,52,19,--,1,--
30-Jun-18,Southern,Oral Surgery,Acute Services,5,10,6,17,--,0,--
30-Jun-18,Southern,Pain Management,Acute Services,18,60,45,17,--,308,--
30-Jun-18,Southern,Gastroenterology,Acute Services,312,132,99,36,--,13,--
30-Jun-18,Southern,Haematology (Clinical),Acute Services,38,3,0,0,--,0,--
30-Jun-18,Southern,Cardiology,Acute Services,128,198,195,70,--,28,--
30-Jun-18,Southern,Dermatology,Acute Services,137,75,48,34,--,0,--
30-Jun-18,Southern,Thoracic Medicine,Acute Services,6,1,0,0,--,0,--
30-Jun-18,Southern,Medical Oncology,Acute Services,2,1,0,0,--,0,--
30-Jun-18,Southern,Neurology,Acute Services,16,17,0,0,--,0,--
30-Jun-18,Southern,Rheumatology,Acute Services,157,76,1,0,--,0,--
30-Jun-18,Southern,Paediatrics,Acute Services,14,4,10,4,--,9,--
30-Jun-18,Southern,Gynaecology,Acute Services,142,58,26,9,--,0,--
30-Jun-18,Southern,GP Other,Acute Services,156,48,8,2,--,0,--
30-Jun-18,Southern,Clinical Oncology,Acute Services,37,1,1,0,--,0,--
30-Jun-18,Southern,Joint Consultant Clinics,Acute Services,88,45,1,0,--,1,--
30-Jun-18,Western,General Surgery,Acute Services,252,153,78,41,--,169,--
30-Jun-18,Western,Urology,Acute Services,340,351,329,30,--,0,--
30-Jun-18,Western,T & O Surgery,Acute Services,102,98,117,63,--,737,--
30-Jun-18,Western,ENT,Acute Services,64,82,66,43,--,115,--
30-Jun-18,Western,Ophthalmology,Acute Services,452,536,494,227,--,200,--
30-Jun-18,Western,Oral Surgery,Acute Services,157,55,35,17,--,56,--
30-Jun-18,Western,Pain Management,Acute Services,32,41,41,52,--,46,--
30-Jun-18,Western,General Medicine,Acute Services,964,418,41,25,--,99,--
30-Jun-18,Western,Cardiology,Acute Services,67,87,48,2,--,0,--
30-Jun-18,Western,Gynaecology,Acute Services,152,93,64,46,--,83,--
30-Jun-18,Western,GP Other,Acute Services,87,58,11,0,--,0,--
30-Sep-18,Belfast,Anaesthetics,Acute Services,2,0,0,0,--,0,--
30-Sep-18,Belfast,Cardiology,Acute Services,126,95,52,25,--,9,--
30-Sep-18,Belfast,Dermatology,Acute Services,29,15,6,3,--,1,--
30-Sep-18,Belfast,Endocrinology,Acute Services,0,2,9,7,--,19,--
30-Sep-18,Belfast,ENT,Acute Services,255,232,263,150,--,"1,618",--
30-Sep-18,Belfast,Gastroenterology,Acute Services,574,407,512,326,--,76,--
30-Sep-18,Belfast,General Medicine,Acute Services,1,0,0,0,--,1,--
30-Sep-18,Belfast,General Surgery,Acute Services,584,538,621,427,--,"1,227",--
30-Sep-18,Belfast,Gynaecology,Acute Services,164,162,114,70,--,86,--
30-Sep-18,Belfast,Nephrology,Acute Services,23,13,12,3,--,0,--
30-Sep-18,Belfast,Neurology,Acute Services,48,11,2,4,--,80,--
30-Sep-18,Belfast,Neurosurgery,Acute Services,14,7,7,5,--,17,--
30-Sep-18,Belfast,Ophthalmology,Acute Services,809,909,993,490,--,875,--
30-Sep-18,Belfast,Oral Surgery,Acute Services,77,44,30,7,--,35,--
30-Sep-18,Belfast,Paediatric Dentistry,Acute Services,33,29,32,19,--,15,--
30-Sep-18,Belfast,Paediatric Surgery,Acute Services,89,73,69,57,--,251,--
30-Sep-18,Belfast,Paediatrics,Acute Services,44,50,44,31,--,42,--
30-Sep-18,Belfast,Pain Management,Acute Services,84,92,57,38,--,53,--
30-Sep-18,Belfast,Plastic Surgery,Acute Services,86,35,78,37,--,193,--
30-Sep-18,Belfast,Radiology,Acute Services,11,1,3,1,--,10,--
30-Sep-18,Belfast,Restorative Dentistry,Acute Services,46,33,6,1,--,0,--
30-Sep-18,Belfast,Rheumatology,Acute Services,0,0,1,0,--,13,--
30-Sep-18,Belfast,T & O Surgery,Acute Services,59,193,295,119,--,332,--
30-Sep-18,Belfast,Thoracic Medicine,Acute Services,5,7,1,5,--,6,--
30-Sep-18,Belfast,Urology,Acute Services,662,234,273,131,--,652,--
30-Sep-18,Northern,Cardiology,Acute Services,87,63,27,2,--,0,--
30-Sep-18,Northern,Dermatology,Acute Services,96,8,0,0,--,0,--
30-Sep-18,Northern,ENT,Acute Services,152,131,98,34,--,12,--
30-Sep-18,Northern,Gastroenterology,Acute Services,794,278,74,4,--,0,--
30-Sep-18,Northern,General Surgery,Acute Services,813,536,517,199,--,4,--
30-Sep-18,Northern,GP Other,Acute Services,66,73,51,13,--,2,--
30-Sep-18,Northern,Gynaecology,Acute Services,212,93,71,25,--,4,--
30-Sep-18,Northern,Pain Management,Acute Services,121,109,106,59,--,84,--
30-Sep-18,Northern,Thoracic Medicine,Acute Services,26,3,0,0,--,0,--
30-Sep-18,South Eastern,Cardiology,Acute Services,139,116,76,40,--,36,--
30-Sep-18,South Eastern,Clinical Oncology,Acute Services,6,0,0,0,--,0,--
30-Sep-18,South Eastern,Dermatology,Acute Services,62,23,15,5,--,0,--
30-Sep-18,South Eastern,ENT,Acute Services,50,39,22,10,--,0,--
30-Sep-18,South Eastern,General Medicine,Acute Services,681,384,323,197,--,267,--
30-Sep-18,South Eastern,General Surgery,Acute Services,479,293,314,129,--,364,--
30-Sep-18,South Eastern,Geriatric Medicine,Elderly Care,1,0,0,0,--,0,--
30-Sep-18,South Eastern,Gynaecology,Acute Services,89,74,32,15,--,99,--
30-Sep-18,South Eastern,Haematology (Clinical),Acute Services,4,1,0,0,--,0,--
30-Sep-18,South Eastern,Neurology,Acute Services,1,0,0,0,--,0,--
30-Sep-18,South Eastern,Ophthalmology,Acute Services,179,129,165,5,--,0,--
30-Sep-18,South Eastern,Oral Surgery,Acute Services,52,35,33,7,--,29,--
30-Sep-18,South Eastern,Paediatric Surgery,Acute Services,34,8,22,5,--,2,--
30-Sep-18,South Eastern,Pain Management,Acute Services,48,34,50,24,--,50,--
30-Sep-18,South Eastern,Plastic Surgery,Acute Services,295,156,143,38,--,153,--
30-Sep-18,South Eastern,Rheumatology,Acute Services,8,0,0,0,--,0,--
30-Sep-18,South Eastern,T & O Surgery,Acute Services,0,0,0,0,--,0,--
30-Sep-18,South Eastern,Urology,Acute Services,356,61,60,16,--,25,--
30-Sep-18,Southern,Cardiology,Acute Services,131,119,136,120,--,13,--
30-Sep-18,Southern,Clinical Oncology,Acute Services,30,0,0,0,--,0,--
30-Sep-18,Southern,Dermatology,Acute Services,124,62,75,34,--,0,--
30-Sep-18,Southern,ENT,Acute Services,231,146,211,130,--,61,--
30-Sep-18,Southern,Gastroenterology,Acute Services,359,170,79,40,--,17,--
30-Sep-18,Southern,General Surgery,Acute Services,724,408,297,134,--,388,--
30-Sep-18,Southern,GP Other,Acute Services,175,111,13,1,--,0,--
30-Sep-18,Southern,Gynaecology,Acute Services,162,35,17,2,--,1,--
30-Sep-18,Southern,Haematology (Clinical),Acute Services,31,1,0,0,--,0,--
30-Sep-18,Southern,Joint Consultant Clinics,Acute Services,53,30,13,0,--,0,--
30-Sep-18,Southern,Medical Oncology,Acute Services,6,0,0,0,--,0,--
30-Sep-18,Southern,Neurology,Acute Services,12,7,16,0,--,0,--
30-Sep-18,Southern,Ophthalmology,Acute Services,31,54,68,16,--,1,--
30-Sep-18,Southern,Oral Surgery,Acute Services,0,7,11,6,--,4,--
30-Sep-18,Southern,Paediatrics,Acute Services,7,13,16,3,--,10,--
30-Sep-18,Southern,Pain Management,Acute Services,26,75,41,32,--,283,--
30-Sep-18,Southern,Rheumatology,Acute Services,116,66,10,0,--,0,--
30-Sep-18,Southern,T & O Surgery,Acute Services,91,106,155,97,--,327,--
30-Sep-18,Southern,Thoracic Medicine,Acute Services,11,0,0,0,--,0,--
30-Sep-18,Southern,Urology,Acute Services,102,93,121,69,--,240,--
30-Sep-18,Western,Cardiology,Acute Services,69,53,31,13,--,0,--
30-Sep-18,Western,ENT,Acute Services,75,51,80,51,--,132,--
30-Sep-18,Western,General Medicine,Acute Services,"1,050",642,228,12,--,104,--
30-Sep-18,Western,General Surgery,Acute Services,266,153,124,59,--,164,--
30-Sep-18,Western,GP Other,Acute Services,114,18,10,5,--,0,--
30-Sep-18,Western,Gynaecology,Acute Services,121,70,76,27,--,63,--
30-Sep-18,Western,Ophthalmology,Acute Services,471,414,510,234,--,155,--
30-Sep-18,Western,Oral Surgery,Acute Services,117,105,53,12,--,56,--
30-Sep-18,Western,Pain Management,Acute Services,39,47,50,27,--,44,--
30-Sep-18,Western,T & O Surgery,Acute Services,96,79,87,51,--,777,--
30-Sep-18,Western,Urology,Acute Services,321,246,340,234,--,5,--
31-Dec-18,Belfast,Anaesthetics,Acute Services,2,1,0,0,,0,
31-Dec-18,Belfast,Cardiology,Acute Services,156,106,40,14,,14,
31-Dec-18,Belfast,Dermatology,Acute Services,14,22,6,0,,1,
31-Dec-18,Belfast,Endocrinology,Acute Services,1,1,1,1,,29,
31-Dec-18,Belfast,ENT,Acute Services,280,267,277,120,,1853,
31-Dec-18,Belfast,Gastroenterology,Acute Services,560,470,435,247,,229,
31-Dec-18,Belfast,General Medicine,Acute Services,2,0,0,0,,1,
31-Dec-18,Belfast,General Surgery,Acute Services,602,529,487,282,,1234,
31-Dec-18,Belfast,Gynaecology,Acute Services,160,193,141,78,,110,
31-Dec-18,Belfast,Nephrology,Acute Services,14,4,5,0,,0,
31-Dec-18,Belfast,Neurology,Acute Services,23,27,14,4,,84,
31-Dec-18,Belfast,Neurosurgery,Acute Services,14,9,6,1,,16,
31-Dec-18,Belfast,Ophthalmology,Acute Services,812,972,911,416,,1122,
31-Dec-18,Belfast,Oral Surgery,Acute Services,51,44,27,12,,35,
31-Dec-18,Belfast,Paediatric Dentistry,Acute Services,53,36,32,5,,10,
31-Dec-18,Belfast,Paediatric Surgery,Acute Services,76,88,73,32,,240,
31-Dec-18,Belfast,Paediatrics,Acute Services,52,50,47,26,,76,
31-Dec-18,Belfast,Pain Management,Acute Services,77,72,33,17,,79,
31-Dec-18,Belfast,Plastic Surgery,Acute Services,64,72,74,19,,214,
31-Dec-18,Belfast,Radiology,Acute Services,15,3,0,0,,13,
31-Dec-18,Belfast,Restorative Dentistry,Acute Services,35,55,4,2,,0,
31-Dec-18,Belfast,Rheumatology,Acute Services,3,0,0,0,,12,
31-Dec-18,Belfast,T & O Surgery,Acute Services,65,225,217,85,,315,
31-Dec-18,Belfast,Thoracic Medicine,Acute Services,4,6,5,2,,8,
31-Dec-18,Belfast,Thoracic Surgery,Acute Services,8,0,0,0,,0,
31-Dec-18,Belfast,Urology,Acute Services,664,383,246,95,,893,
31-Dec-18,Northern,Cardiology,Acute Services,73,68,44,0,,0,
31-Dec-18,Northern,Dermatology,Acute Services,120,15,0,0,,0,
31-Dec-18,Northern,ENT,Acute Services,135,87,93,48,,15,
31-Dec-18,Northern,Gastroenterology,Acute Services,729,193,103,51,,0,
31-Dec-18,Northern,General Surgery,Acute Services,903,613,413,207,,6,
31-Dec-18,Northern,GP Other,Acute Services,141,74,18,7,,0,
31-Dec-18,Northern,Gynaecology,Acute Services,173,125,54,15,,1,
31-Dec-18,Northern,Pain Management,Acute Services,120,93,147,63,,50,
31-Dec-18,Northern,Thoracic Medicine,Acute Services,26,2,0,0,,0,
31-Dec-18,South Eastern,Cardiology,Acute Services,125,98,85,49,,31,
31-Dec-18,South Eastern,Clinical Oncology,Acute Services,13,0,0,0,,0,
31-Dec-18,South Eastern,Dermatology,Acute Services,45,39,18,3,,0,
31-Dec-18,South Eastern,ENT,Acute Services,47,78,24,5,,1,
31-Dec-18,South Eastern,General Medicine,Acute Services,672,455,335,148,,101,
31-Dec-18,South Eastern,General Surgery,Acute Services,509,450,267,81,,236,
31-Dec-18,South Eastern,Gynaecology,Acute Services,106,71,37,25,,84,
31-Dec-18,South Eastern,Haematology (Clinical),Acute Services,3,0,2,0,,0,
31-Dec-18,South Eastern,Neurology,Acute Services,27,4,1,0,,0,
31-Dec-18,South Eastern,Ophthalmology,Acute Services,196,155,94,45,,1,
31-Dec-18,South Eastern,Oral Surgery,Acute Services,43,46,29,6,,42,
31-Dec-18,South Eastern,Paediatric Surgery,Acute Services,19,42,11,1,,1,
31-Dec-18,South Eastern,Pain Management,Acute Services,24,52,51,16,,50,
31-Dec-18,South Eastern,Plastic Surgery,Acute Services,270,191,148,35,,185,
31-Dec-18,South Eastern,Rheumatology,Acute Services,6,5,1,0,,0,
31-Dec-18,South Eastern,T & O Surgery,Acute Services,1,1,0,0,,0,
31-Dec-18,South Eastern,Urology,Acute Services,341,150,44,11,,22,
31-Dec-18,Southern,Cardiology,Acute Services,164,192,114,29,,1,
31-Dec-18,Southern,Clinical Oncology,Acute Services,41,1,0,0,,0,
31-Dec-18,Southern,Dermatology,Acute Services,169,82,52,34,,1,
31-Dec-18,Southern,ENT,Acute Services,245,259,197,81,,84,
31-Dec-18,Southern,Gastroenterology,Acute Services,369,155,66,20,,26,
31-Dec-18,Southern,General Medicine,Acute Services,4,1,0,0,,0,
31-Dec-18,Southern,General Surgery,Acute Services,808,495,281,99,,420,
31-Dec-18,Southern,GP Other,Acute Services,144,168,18,6,,0,
31-Dec-18,Southern,Gynaecology,Acute Services,144,69,23,1,,0,
31-Dec-18,Southern,Haematology (Clinical),Acute Services,21,2,0,0,,0,
31-Dec-18,Southern,Joint Consultant Clinics,Acute Services,71,32,5,2,,0,
31-Dec-18,Southern,Medical Oncology,Acute Services,7,0,0,0,,0,
31-Dec-18,Southern,Neurology,Acute Services,9,8,12,0,,0,
31-Dec-18,Southern,Ophthalmology,Acute Services,41,62,37,3,,12,
31-Dec-18,Southern,Oral Surgery,Acute Services,2,2,5,6,,5,
31-Dec-18,Southern,Paediatrics,Acute Services,30,17,9,10,,9,
31-Dec-18,Southern,Pain Management,Acute Services,31,47,58,36,,283,
31-Dec-18,Southern,Rheumatology,Acute Services,158,104,19,0,,0,
31-Dec-18,Southern,T & O Surgery,Acute Services,120,134,102,54,,356,
31-Dec-18,Southern,Thoracic Medicine,Acute Services,13,1,0,0,,0,
31-Dec-18,Southern,Urology,Acute Services,92,120,100,43,,306,
31-Dec-18,Western,Cardiology,Acute Services,68,75,30,5,,0,
31-Dec-18,Western,ENT,Acute Services,79,62,65,23,,152,
31-Dec-18,Western,General Medicine,Acute Services,1069,679,290,17,,93,
31-Dec-18,Western,General Surgery,Acute Services,307,208,129,65,,169,
31-Dec-18,Western,GP Other,Acute Services,99,56,13,1,,0,
31-Dec-18,Western,Gynaecology,Acute Services,130,115,60,26,,47,
31-Dec-18,Western,Ophthalmology,Acute Services,535,605,493,170,,234,
31-Dec-18,Western,Oral Surgery,Acute Services,123,80,51,37,,66,
31-Dec-18,Western,Pain Management,Acute Services,9,51,40,33,,59,
31-Dec-18,Western,T & O Surgery,Acute Services,103,114,88,39,,776,
31-Dec-18,Western,Urology,Acute Services,342,352,295,149,,6,
31-Mar-19,Belfast,Cardiology,Acute Services,128,79,51,25,,7,
31-Mar-19,Belfast,Dermatology,Acute Services,18,21,5,0,,1,
31-Mar-19,Belfast,Endocrinology,Acute Services,5,15,1,1,,45,
31-Mar-19,Belfast,ENT,Acute Services,207,267,253,174,,2128,
31-Mar-19,Belfast,Gastroenterology,Acute Services,551,452,426,194,,89,
31-Mar-19,Belfast,General Medicine,Acute Services,1,1,1,0,,1,
31-Mar-19,Belfast,General Surgery,Acute Services,570,441,419,268,,1230,
31-Mar-19,Belfast,Gynaecology,Acute Services,160,142,148,70,,90,
31-Mar-19,Belfast,Nephrology,Acute Services,33,16,4,4,,1,
31-Mar-19,Belfast,Neurology,Acute Services,30,40,14,13,,8,
31-Mar-19,Belfast,Neurosurgery,Acute Services,12,5,5,4,,16,
31-Mar-19,Belfast,Ophthalmology,Acute Services,742,923,722,501,,1164,
31-Mar-19,Belfast,Oral Surgery,Acute Services,64,64,41,8,,23,
31-Mar-19,Belfast,Paediatric Dentistry,Acute Services,45,64,38,9,,9,
31-Mar-19,Belfast,Paediatric Surgery,Acute Services,91,80,64,43,,145,
31-Mar-19,Belfast,Paediatrics,Acute Services,54,48,47,20,,81,
31-Mar-19,Belfast,Pain Management,Acute Services,88,40,19,4,,59,
31-Mar-19,Belfast,Plastic Surgery,Acute Services,67,92,77,38,,263,
31-Mar-19,Belfast,Radiology,Acute Services,14,11,2,1,,13,
31-Mar-19,Belfast,Restorative Dentistry,Acute Services,27,63,22,3,,0,
31-Mar-19,Belfast,Rheumatology,Acute Services,0,1,0,0,,12,
31-Mar-19,Belfast,T & O Surgery,Acute Services,38,225,182,112,,280,
31-Mar-19,Belfast,Thoracic Medicine,Acute Services,6,2,2,3,,11,
31-Mar-19,Belfast,Thoracic Surgery,Acute Services,8,4,0,0,,0,
31-Mar-19,Belfast,Urology,Acute Services,564,383,285,180,,1166,
31-Mar-19,Northern,Cardiology,Acute Services,85,61,63,13,,0,
31-Mar-19,Northern,Dermatology,Acute Services,110,36,0,0,,0,
31-Mar-19,Northern,ENT,Acute Services,144,102,72,24,,23,
31-Mar-19,Northern,Gastroenterology,Acute Services,848,217,102,42,,0,
31-Mar-19,Northern,General Surgery,Acute Services,900,602,460,238,,7,
31-Mar-19,Northern,GP Other,Acute Services,116,122,31,7,,0,
31-Mar-19,Northern,Gynaecology,Acute Services,162,141,58,27,,18,
31-Mar-19,Northern,Neurology,Acute Services,0,1,0,0,,0,
31-Mar-19,Northern,Pain Management,Acute Services,106,94,129,65,,50,
31-Mar-19,Northern,Thoracic Medicine,Acute Services,22,0,0,0,,0,
31-Mar-19,South Eastern,Anaesthetics,Acute Services,0,0,1,0,,0,
31-Mar-19,South Eastern,Cardiology,Acute Services,153,77,66,26,,31,
31-Mar-19,South Eastern,Clinical Oncology,Acute Services,14,0,0,0,,0,
31-Mar-19,South Eastern,Dermatology,Acute Services,50,71,10,7,,2,
31-Mar-19,South Eastern,ENT,Acute Services,69,80,31,12,,1,
31-Mar-19,South Eastern,General Medicine,Acute Services,685,308,114,33,,71,
31-Mar-19,South Eastern,General Surgery,Acute Services,490,442,183,55,,238,
31-Mar-19,South Eastern,Geriatric Medicine,Acute Services,3,0,0,0,,0,
31-Mar-19,South Eastern,Gynaecology,Acute Services,90,86,46,32,,91,
31-Mar-19,South Eastern,Haematology (Clinical),Acute Services,3,0,0,0,,1,
31-Mar-19,South Eastern,Nephrology,Acute Services,2,0,0,0,,0,
31-Mar-19,South Eastern,Neurology,Acute Services,28,1,0,0,,0,
31-Mar-19,South Eastern,Ophthalmology,Acute Services,184,207,148,57,,0,
31-Mar-19,South Eastern,Oral Surgery,Acute Services,54,35,25,9,,18,
31-Mar-19,South Eastern,Paediatric Surgery,Acute Services,23,38,30,5,,0,
31-Mar-19,South Eastern,Pain Management,Acute Services,35,34,54,31,,24,
31-Mar-19,South Eastern,Plastic Surgery,Acute Services,178,120,70,21,,100,
31-Mar-19,South Eastern,Rheumatology,Acute Services,7,1,1,0,,0,
31-Mar-19,South Eastern,T & O Surgery,Acute Services,2,2,0,0,,0,
31-Mar-19,South Eastern,Urology,Acute Services,380,224,52,16,,24,
31-Mar-19,Southern,Cardiology,Acute Services,246,160,66,34,,1,
31-Mar-19,Southern,Clinical Oncology,Acute Services,35,0,0,0,,0,
31-Mar-19,Southern,Dermatology,Acute Services,146,63,89,49,,0,
31-Mar-19,Southern,ENT,Acute Services,228,196,274,133,,164,
31-Mar-19,Southern,Gastroenterology,Acute Services,339,209,45,14,,30,
31-Mar-19,Southern,General Medicine,Acute Services,2,0,0,0,,0,
31-Mar-19,Southern,General Surgery,Acute Services,794,736,407,162,,445,
31-Mar-19,Southern,GP Other,Acute Services,142,101,14,3,,0,
31-Mar-19,Southern,Gynaecology,Acute Services,115,61,28,7,,1,
31-Mar-19,Southern,Haematology (Clinical),Acute Services,42,0,1,0,,0,
31-Mar-19,Southern,Joint Consultant Clinics,Acute Services,116,21,0,1,,0,
31-Mar-19,Southern,Medical Oncology,Acute Services,8,0,0,0,,0,
31-Mar-19,Southern,Neurology,Acute Services,4,10,16,0,,0,
31-Mar-19,Southern,Ophthalmology,Acute Services,65,51,37,8,,12,
31-Mar-19,Southern,Oral Surgery,Acute Services,3,7,2,1,,3,
31-Mar-19,Southern,Paediatrics,Acute Services,16,17,17,5,,2,
31-Mar-19,Southern,Pain Management,Acute Services,37,59,38,19,,225,
31-Mar-19,Southern,Rheumatology,Acute Services,128,91,50,5,,0,
31-Mar-19,Southern,T & O Surgery,Acute Services,102,115,120,45,,390,
31-Mar-19,Southern,Thoracic Medicine,Acute Services,15,2,1,0,,0,
31-Mar-19,Southern,Urology,Acute Services,100,95,93,73,,274,
31-Mar-19,Western,Cardiology,Acute Services,64,59,28,1,,0,
31-Mar-19,Western,ENT,Acute Services,88,73,51,29,,141,
31-Mar-19,Western,General Medicine,Acute Services,1074,679,485,57,,94,
31-Mar-19,Western,General Surgery,Acute Services,218,122,125,57,,132,
31-Mar-19,Western,GP Other,Acute Services,92,50,11,4,,1,
31-Mar-19,Western,Gynaecology,Acute Services,114,61,65,22,,23,
31-Mar-19,Western,Ophthalmology,Acute Services,381,657,535,327,,338,
31-Mar-19,Western,Oral Surgery,Acute Services,87,75,40,27,,69,
31-Mar-19,Western,Pain Management,Acute Services,18,34,47,43,,109,
31-Mar-19,Western,T & O Surgery,Acute Services,174,146,76,59,,742,
31-Mar-19,Western,Urology,Acute Services,340,302,281,133,,23,
30-Jun-19,Belfast,Anaesthetics,Acute Services,1,0,0,0,,0,
